"license_type","license_number","business_county","business_name","business_address_line1","business_address_line2","business_city_state_zip","business_telephone","license_expiration_date_mmddccyy","owner_name","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","mailing_address_county","owner_telephone","license_subtype","continuing_education_flag","business_mailing"
"Electrical Contractor","25475","JOHNSON","MILES ELECTRIC LLC","165 N  ARMSTRONG RD",,"VENUS TX 76084-4852","9728774776","01/06/2027","MILES ELECTRIC LLC","165 N ARMSTRONG RD",,"VENUS TX 76084-4852","JOHNSON","9728774776","EC","N","POINT (-97.10201 32.43146)"
"Electrical Contractor","31156","COLLIN","ARROW ELITE ELECTRIC, LLC","135 MOONLIGHT DR",,"MURPHY TX 75094","2147265025","09/09/2026","ARROW ELITE ELECTRIC, LLC","135 MOONLIGHT DR",,"MURPHY TX 75094-3209","COLLIN","2147265025","EC","N","POINT (-84.03419 35.08778)"
"Electrical Contractor","37105","TARRANT","THE REAL BRADYS LLC","7241 LINDENTREE LN",,"FORT WORTH TX 76137-4492","8177177450","05/21/2025","THE REAL BRADYS LLC","7241 LINDENTREE LN",,"FORT WORTH TX 76137-4492","TARRANT","8177177450","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","40852","DALLAS","E&M ELECTRICAL CONCEPTS LLC","9825 TAMALPAIS DR",,"DALLAS TX 75217-3819","9727683588","11/10/2026","E&M ELECTRICAL CONCEPTS LLC","9825 TAMALPAIS DR",,"DALLAS TX 75217-3819","DALLAS","9727683588","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","32976","COLLIN","BEACHY ELECTRIC","2616 DEEP VALLEY TRL",,"PLANO TX 75023-7823","9795745752","09/22/2026","BEACHY ELECTRIC","2616 DEEP VALLEY TRL",,"PLANO TX 75023-7823","COLLIN","9795745752","EC","N","POINT (-96.69925 33.02079)"
"Electrical Contractor","39612","DALLAS","SIMPLY GOOD ELECTRICAL SERVICES, LLC","3908 DOUBLE TREE TRL",,"IRVING TX 75061-3934","8179942356","10/22/2026","SIMPLY GOOD ELECTRICAL SERVICES, LLC","3908 DOUBLE TREE TRL",,"IRVING TX 75061-3934","DALLAS","8179942356","EC","N","POINT (-96.95532 32.81352)"
"Electrical Contractor","27750","DALLAS","NX ELECTRIC","1115 STELLA ST",,"IRVING TX 75060","8172353961","12/09/2025","NX ELECTRIC","4122 ABIGAIL DR",,"HIGHLAND VILLAGE TX 75077-1871","DALLAS","8172353961","EC","N","POINT (-96.95532 32.81352)"
"Electrical Contractor","30204","WISE","DAVIS AIR","1703 16TH ST SUITE D PMB 1014",,"BRIDGEPORT TX 76426","9402105595","11/06/2026","DAVIS AIR","PO BOX 151",,"PARADISE TX 76073-0151","WISE","9402105595","EC","N","POINT (-73.19064 41.18213)"
"Electrical Contractor","37496","KAUFMAN","ALL OF TEXAS ELECTRIC","6441 ARMADILLO DR",,"KEMP TX 75143-3391","2147255512","12/01/2026","ALL OF TEXAS ELECTRIC","6441 ARMADILLO DR",,"KEMP TX 75143-3391","KAUFMAN","2147255512","EC","N",
"Electrical Contractor","25737","TARRANT","PEREZ ELECTRICAL SERVICE","4056 MT VERNON",,"FORT WORTH TX 76103","8177050023","12/13/2026","PEREZ ELECTRICAL SERVICE","3432 BURTON AVE",,"FORT WORTH TX 76105-5316","TARRANT","8177050023","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","29213","DALLAS","TEXAS JOULE ELECTRIC","5246 TATO DR",,"DALLAS TX 75211-7441","2145466761","03/28/2027","TEXAS JOULE ELECTRIC","5246 TATO DR",,"DALLAS TX 75211-7441","DALLAS","2145466761","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","32426","ROCKWALL","ANYTIME ELECTRIC","1639 FM 1777",,"ROYSE CITY TX 75189-3860","2146751234","03/02/2027","ANYTIME ELECTRIC","PO BOX 265",,"ROYSE CITY TX 75189-1416","ROCKWALL","2146751234","EC","N","POINT (-96.33272 32.9751)"
"Electrical Contractor","40820","TARRANT","STEELY FARM LLC","1900 ENCHANTED WAY STE 100",,"GRAPEVINE TX 76051-1022","2149081139","10/27/2026","STEELY FARM LLC","1900 ENCHANTED WAY STE 100",,"GRAPEVINE TX 76051-1022","TARRANT","2149081139","EC","N","POINT (-97.07839 32.93948)"
"Electrical Contractor","36803","PARKER","RED BOLT ELECTRIC LLC","400 RICHARDSON ST",,"AZLE TX 76020","8176475735","02/04/2027","RED BOLT ELECTRIC LLC","400 RICHARDSON ST",,"AZLE TX 76020-2178","PARKER","8176475735","EC","N","POINT (-97.53719 32.88365)"
"Electrical Contractor","28772","ELLIS","ALL SAFE ELEC HEATING & AIR CONDITIONING","1033 SALES DR",,"WAXAHACHIE TX 75167","9722309200","10/01/2026","ALL SAFE ELEC HEATING & AIR CONDITIONING","PO BOX 972",,"RED OAK TX 75154-0972","ELLIS","9722309200","EC","N","POINT (-96.84842 32.38612)"
"Electrical Contractor","28203","TARRANT","LG ELECTRIC & LIGHTING LLC","2412 MINNIS DR",,"HALTOM CITY TX 76117","8178000313","07/08/2027","LG ELECTRIC & LIGHTING LLC","2124 ROCKMOOR DR",,"FORT WORTH TX 76134-1836","TARRANT","8178000313","EC","N","POINT (-97.27463 32.80963)"
"Electrical Contractor","31061","JOHNSON","VISTIC ENTERPRISES, INC.","3120 TRAILWOOD DR E",,"BURLESON TX 76028","8172230636","07/28/2026","VISTIC ENTERPRISES, INC.","3120 TRAILWOOD DR E",,"BURLESON TX 76028-1744","JOHNSON","8172230636","EC","N","POINT (-97.32166 32.56312)"
"Electrical Contractor","30058","DALLAS","KA CONTRACTORS LLC","2806 TAM O SHANTER LN",,"RICHARDSON TX 75080","6825975033","02/25/2027","KA CONTRACTORS LLC","2806 TAM O SHANTER LN",,"RICHARDSON TX 75080-1523","DALLAS","6825975033","EC","N","POINT (-96.73297 32.96074)"
"Electrical Contractor","26678","TARRANT","EAGLE MOUNTAIN ELECTRIC INC","3816 HARBOUR VIEW CT",,"FORT WORTH TX 76179-3801","8178003284","01/15/2027","EAGLE MOUNTAIN ELECTRIC INC","3816 HARBOUR VIEW CT",,"FORT WORTH TX 76179-3801","TARRANT","8178003284","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","40751","DALLAS","BRIDGES ELECTRIC LLC","15330 LBJ FRWY STE 315",,"MESQUITE TX 75150","2142150178","10/06/2026","BRIDGES ELECTRIC LLC","9217 ARBOR BRANCH DR",,"DALLAS TX 75243-6308","DALLAS","2142150178","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","28432","DALLAS","MILVIK ELECTRIC","2525 DEWITT ST",,"IRVING TX 75062-4845","2144554570","11/19/2026","MILVIK ELECTRIC","2525 DEWITT ST",,"IRVING TX 75062-4189","DALLAS","2144554570","EC","N","POINT (-96.95532 32.81352)"
"Electrical Contractor","38795","HUNT","2 KIDDS ELECTRIC LLC","1120 COLONY DR",,"GREENVILLE TX 75402-7728","9032670052","01/17/2027","2 KIDDS ELECTRIC LLC","1120 COLONY DR",,"GREENVILLE TX 75402-7728","HUNT","9032670052","EC","N","POINT (-82.4001 34.84829)"
"Electrical Contractor","39462","KAUFMAN","RANCH ELECTRICAL GROUP","3000 LIMESTONE CIR",,"FORNEY TX 75126-6715","2144065062","09/11/2026","RANCH ELECTRICAL GROUP","3000 LIMESTONE CIR",,"FORNEY TX 75126-6715","KAUFMAN","2144065062","EC","N","POINT (-96.47047 32.74904)"
"Electrical Contractor","30681","DALLAS","FISHLED ELECTRIC LLC","2100 S GREAT SOUTHWEST PKWY",,"GRAND PRAIRIE TX 75052","2147798229","03/03/2027","FISHLED ELECTRIC LLC","913 RENDON PL",,"MANSFIELD TX 76063-6652","DALLAS","2147798229","EC","N","POINT (-97.00685 32.74773)"
"Electrical Contractor","41579","COLLIN","MONDAY ELECTRIC","614 RIVER RIDGE DR",,"MCKINNEY TX 75071-7274","9728020699","06/24/2027","MONDAY ELECTRIC","614 RIVER RIDGE DR",,"MCKINNEY TX 75071-7274","COLLIN","9728020699","EC","N","POINT (-96.615 33.19916)"
"Electrical Contractor","40879","DALLAS","JL ELECTRIC","2252 NANTUCKET VILLAGE DR",,"DALLAS TX 75227-7600","3162108458","11/18/2026","JL ELECTRIC","2252 NANTUCKET VILLAGE DR",,"DALLAS TX 75227-7600","DALLAS","3162108458","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","27012","DALLAS","BROOKS ELECTRICAL CONTRACTOR","2612 CREST HAVEN DRIVE",,"MESQUITE TX 75149","2142709779","03/25/2027","BROOKS ELECTRICAL CONTRACTOR","2612 CRESTHAVEN DR",,"MESQUITE TX 75149-3567","DALLAS","2142709779","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","25873","DALLAS","CHAMPION ELECTRIC","11453 NEWKIRK STREET #1265",,"DALLAS TX 75229","9728772870","06/19/2027","CHAMPION ELECTRIC","3005 HAMPTON PATH",,"ARGYLE TX 76226-4076","DALLAS","9728772870","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","28504","DENTON","NUPOWER SYSTEMS & SERVICES","4501 SADDLERIDGE DRIVE",,"THE COLONY TX 75056","8178215465","11/14/2026","NUPOWER SYSTEMS & SERVICES","PO BOX 201892",,"ARLINGTON TX 76006-1892","DENTON","8178215465","EC","N","POINT (-96.89243 33.09799)"
"Electrical Contractor","27335","DENTON","LARA ELECTRICAL SERVICES","316 LAKECREST DRIVE",,"LAKEWOOD VILLAGE TX 75068","4699512081","04/02/2027","LARA ELECTRICAL SERVICES","316 LAKECREST DR",,"LAKEWOOD VILLAGE TX 75068-4313","DENTON","4699512081","EC","N","POINT (-96.97074 33.14361)"
"Electrical Contractor","26740","ROCKWALL","STEVENS & STEVENS ELECTRIC","16 DANCING WATERS",,"ROCKWALL TX 75032","4694741749","11/14/2026","STEVENS & STEVENS ELECTRIC","16 DANCING WATERS",,"ROCKWALL TX 75032-6816","ROCKWALL","4694741749","EC","N","POINT (-96.46058 32.93104)"
"Electrical Contractor","31977","HUNT","MARSH BROTHERS ELECTRIC LLC","2167 FM 36 SOUTH",,"CADDO MILLS TX 75135","4693449011","08/17/2026","MARSH BROTHERS ELECTRIC LLC","2167 FM 36 S",,"CADDO MILLS TX 75135-6413","HUNT","4693449011","EC","N","POINT (-96.22692 33.06559)"
"Electrical Contractor","38530","TARRANT","JCH ELECTRICAL CONTRACTORS INC","721 RANKIN DR",,"BEDFORD TX 76022-7434","8172016101","10/01/2025","JCH ELECTRICAL CONTRACTORS INC","PO BOX 206",,"POOLVILLE TX 76487-0206","TARRANT","8172016101","EC","N","POINT (-97.14186 32.84153)"
"Electrical Contractor","38856","TARRANT","D.A.D HOME SERVICE","4310 RAMBLING CREEK CT",,"ARLINGTON TX 76016-3404","8173209416","02/12/2027","D.A.D HOME SERVICE","4310 RAMBLING CREEK CT",,"ARLINGTON TX 76016-3404","TARRANT","8173209416","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","40008","COLLIN","SILVERIA INDUSTRIES INC","10701 SMITHVILLE PL",,"MC KINNEY TX 75071-6702","2148785120","02/25/2027","SILVERIA INDUSTRIES INC","PO BOX 6310",,"MC KINNEY TX 75071-5108","COLLIN","2148785120","EC","N","POINT (-96.615 33.19916)"
"Electrical Contractor","38630","JOHNSON","CARNES CONSTRUCTION LLC","STE 107 / 155","1169 N BURLESON BLVD","BURLESON TX 76028-1711","8177606922","10/23/2026","CARNES CONSTRUCTION LLC","STE 107  155","1169 N BURLESON BLVD","BURLESON TX 76028-7011","JOHNSON","8177606922","EC","N","POINT (-97.32166 32.56312)"
"Electrical Contractor","38091","COLLIN","AC HEAT EXPERTS LLC DBA CRAZY AC GUY","600 FM 981",,"BLUE RIDGE TX TX 75424","9727525000","05/12/2027","AC HEAT EXPERTS LLC DBA CRAZY AC GUY","PO BOX 218",,"MELISSA TX 75454-0218","COLLIN","9727525000","EC","N","POINT (-84.3286 34.85931)"
"Electrical Contractor","39081","ELLIS","LLAGUNO ELECTRICAL SERVICES LLC","206 JOSEPH DR",,"RED OAK TX 75154-3876","4693284153","07/01/2026","LLAGUNO ELECTRICAL SERVICES LLC","206 JOSEPH DR",,"GLENN HEIGHTS TX 75154-3876","ELLIS","4693284153","EC","N","POINT (-96.80095 32.51636)"
"Electrical Contractor","38478","DENTON","DOITIRIGHT POWER LLC","2101 AMHERST DR",,"LEWISVILLE TX 75067-6106","9409994120","04/28/2026","DOITIRIGHT POWER LLC","2101 AMHERST DR",,"LEWISVILLE TX 75067-6106","DENTON","9409994120","EC","N","POINT (-96.99573 33.04722)"
"Electrical Contractor","27316","DENTON","BRETT JONES SERVICES","159 CREEK COURTS DR",,"ROANOKE TX 76262","8172916873","05/28/2027","BRETT JONES SERVICES","159 CREEK COURTS DR",,"ROANOKE TX 76262-5441","DENTON","8172916873","EC","N","POINT (-79.94057 37.27152)"
"Electrical Contractor","35264","DENTON","KNIGHT CONTRACTING SERVICES, INC.","219 BINGHAM RD",,"NORTHLAKE TX 76226-4436","9403673776","10/31/2025","KNIGHT CONTRACTING SERVICES, INC.","219 BINGHAM RD",,"NORTHLAKE TX 76226-4436","DENTON","9403673776","EC","N","POINT (-87.89979 41.90709)"
"Electrical Contractor","38699","ELLIS","RB'S 4:13 ELECTRICAL LLC","698 MAJESTIC OAK LN",,"WAXAHACHIE TX 75165","4692608878","05/08/2027","RB'S 4:13 ELECTRICAL LLC","698 MAJESTIC OAK LN",,"WAXAHACHIE TX 75165-9500","ELLIS","4692608878","EC","N","POINT (-96.84842 32.38612)"
"Electrical Contractor","26119","JOHNSON","C AND C ELECTRICAL","209 CLEVELAND ST",,"CLEBURNE TX 76031","8175179627","03/25/2027","C AND C ELECTRICAL","209 CLEVELAND ST",,"CLEBURNE TX 76031-2717","JOHNSON","8175179627","EC","N","POINT (-97.38774 32.35089)"
"Electrical Contractor","36085","TARRANT","TEXSOLAR, LLC","710 S 5TH AVE",,"MANSFIELD TX 76063-1973","4053692041","05/27/2025","TEXSOLAR, LLC","12448 SW 110TH ST",,"MUSTANG OK 73064-6437","TARRANT","4053692041","EC","N","POINT (-97.14185 32.56517)"
"Electrical Contractor","31208","JOHNSON","ELECTRIFIED CONNECTIONS LLC","812 RIDGEWAY RD",,"JOSHUA TX 76058","8178468603","08/22/2026","ELECTRIFIED CONNECTIONS LLC","812 RIDGEWAY RD",,"JOSHUA TX 76058-6148","JOHNSON","8178468603","EC","N","POINT (-97.38851 32.46295)"
"Electrical Contractor","29366","DALLAS","JDW ARTISTIC ENDEAVORS","5640 MEADOWICK LN",,"DALLAS TX 75227-1524","2147978311","12/28/2026","JDW ARTISTIC ENDEAVORS","5640 MEADOWICK LN",,"DALLAS TX 75227-1524","DALLAS","2147978311","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","34751","COLLIN","NSW ELECTRICAL & MAINTENANCE","10608 GALVESTON PLACE",,"MC KINNEY TX 75071-1363","5165540278","09/30/2026","NSW ELECTRICAL & MAINTENANCE","10608 GALVESTON PL",,"MCKINNEY TX 75071-1363","COLLIN","5165540278","EC","N","POINT (-96.615 33.19916)"
"Electrical Contractor","32460","DALLAS","ROLAM ELECTRIC LLC","3910 MELCER DR SUITE 402",,"ROWLETT TX 75088","4694759253","03/09/2027","ROLAM ELECTRIC LLC","500 FREEMAN DR",,"GARLAND TX 75040-7758","DALLAS","4694759253","EC","N","POINT (-96.5696 32.90101)"
"Electrical Contractor","37645","TARRANT","ENLIGHT ELECTRIC","417 FOXCRAFT DR",,"FORT WORTH TX 76131-4271","8178081323","11/18/2026","ENLIGHT ELECTRIC","417 FOXCRAFT DR",,"FORT WORTH TX 76131-4271","TARRANT","8178081323","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","36224","DALLAS","KILOVOLT ELECTRIC LLC","1328 NASH ST",,"GARLAND TX 75040-5686","2149898324","07/14/2027","KILOVOLT ELECTRIC LLC","1328 NASH ST",,"GARLAND TX 75040-5686","DALLAS","2149898324","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","30818","COLLIN","M & H VENTURES DBA ENTZMINGER ELECTRIC","4628 CHILDRESS TRAIL",,"FRISCO TX 75034","9725673146","04/02/2027","M & H VENTURES DBA ENTZMINGER ELECTRIC","4628 CHILDRESS TRL",,"FRISCO TX 75034-8492","COLLIN","9725673146","EC","N","POINT (-96.83464 33.15049)"
"Electrical Contractor","29566","DENTON","PREVENT A SHOCK ELECTRIC","4712 STRICKLAND AVE",,"THE COLONY TX 75056-3170","9724674146","04/27/2027","PREVENT A SHOCK ELECTRIC","4712 STRICKLAND AVE",,"THE COLONY TX 75056-2012","DENTON","9724674146","EC","N","POINT (-96.89243 33.09799)"
"Electrical Contractor","40414","DALLAS","WALKER ELECTRIC SERVICE GROUP LLC","3650 LA PRADA DR",,"MESQUITE TX 75150-1041","9725717616","06/26/2027","WALKER ELECTRIC SERVICE GROUP LLC","3650 LA PRADA DR",,"MESQUITE TX 75150-1041","DALLAS","9725717616","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","36720","TARRANT","DELTA BRAVO ELECTRIC, LLC","6901 WATERLOO LN",,"FORT WORTH TX 76179-6726","8703102231","01/16/2027","DELTA BRAVO ELECTRIC, LLC","6901 WATERLOO LN",,"FORT WORTH TX 76179-6726","TARRANT","8703102231","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","35989","COLLIN","AG PRO ELECTRIC LLC","3001 PRINCESS LN",,"PLANO TX 75074-2908","2146222724","04/27/2027","AG PRO ELECTRIC LLC","3001 PRINCESS LN",,"PLANO TX 75074-2908","COLLIN","2146222724","EC","N","POINT (-96.69925 33.02079)"
"Electrical Contractor","38018","TARRANT","LUMANEX LLC","1452 HUGHES RD STE 200",,"GRAPEVINE TX 76051-9221","2063547357","04/26/2025","LUMANEX LLC","8421 GRAND VIEW DR",,"NORTH RICHLAND HILLS TX 76182-","TARRANT","2063547357","EC","N","POINT (-97.07839 32.93948)"
"Electrical Contractor","38316","DALLAS","AZTEC WIRE ELECTRIC LLC","967 FAIRBANKS CIR",,"DUNCANVILLE TX 75137-4752","9723747112","07/25/2027","AZTEC WIRE ELECTRIC LLC","967 FAIRBANKS CIR",,"DUNCANVILLE TX 75137-4752","DALLAS","9723747112","EC","N","POINT (-96.90502 32.64622)"
"Electrical Contractor","30046","DALLAS","LITTLE BIRD SERVICES","2332 QUINTO DR",,"DALLAS TX 75227-9213","2147342447","02/14/2027","LITTLE BIRD SERVICES","2332 QUINTO DR",,"DALLAS TX 75227-9213","DALLAS","2147342447","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","36335","DALLAS","USA ELECTRIC LLC","122 WILDERNESS TRL",,"MESQUITE TX 75149","9728766011","08/25/2027","USA ELECTRIC LLC","PO BOX 852415",,"MESQUITE TX 75185-2415","DALLAS","9728766011","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","40097","DALLAS","STELLAR HOME MAINTENANCE INC","6125 LUTHER LN PMB 251",,"DALLAS TX 75225-6202","2142888499","03/21/2027","STELLAR HOME MAINTENANCE INC","6125 LUTHER LN",,"DALLAS TX 75225-6202","DALLAS","2142888499","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","40282","DALLAS","E-GRADE ELECTRIC LLC","1218 SIERRA BLANCA DR",,"DUNCANVILLE TX 75116-4118","2147699939","05/13/2027","E-GRADE ELECTRIC LLC","1218 SIERRA BLANCA DR",,"DUNCANVILLE TX 75116-4118","DALLAS","2147699939","EC","N","POINT (-96.90502 32.64622)"
"Electrical Contractor","38029","TARRANT","VALOR ELECTRIC","809 MORNING GLORY LN",,"BEDFORD TX 76021-2210","8177266963","08/19/2026","VALOR ELECTRIC","809 MORNING GLORY LN",,"BEDFORD TX 76021-2210","TARRANT","8177266963","EC","N","POINT (-97.14186 32.84153)"
"Electrical Contractor","40805","ELLIS","WILD WOOD ELECTRICAL SOLUTIONS","103 ADAMS LN",,"ITALY TX 76651-3543","7372223270","10/22/2026","WILD WOOD ELECTRICAL SOLUTIONS","103 ADAMS LN",,"ITALY TX 76651-3543","ELLIS","7372223270","EC","N","POINT (-96.88824 32.1861)"
"Electrical Contractor","34420","DALLAS","B2B SOLAR INC","4550 W BUCKINGHAM RD","SUITE# B","GARLAND TX 75042-4573","2142760251","05/11/2026","B2B SOLAR INC","4550 W BUCKINGHAM RD STE B",,"GARLAND TX 75042-4574","DALLAS","2142760251","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","28559","WISE","ZAC STUART ELECTRIC","167 PRIVATE ROAD 4666",,"BOYD TX 76023-5538","9727434080","12/08/2026","ZAC STUART ELECTRIC","167 PRIVATE ROAD 4666",,"BOYD TX 76023-5685","WISE","9727434080","EC","N",
"Electrical Contractor","24237","TARRANT","SOUTH ELECTRIC COMPANY","3930 GLADE RD STE 108 239",,"COLLEYVILLE TX 76034","8178009955","06/06/2027","SOUTH ELECTRIC COMPANY","413 W 6TH ST UNIT 44",,"FERRIS TX 75125-2409","TARRANT","8178009955","EC","N","POINT (-97.15698 32.88461)"
"Electrical Contractor","38152","COLLIN","OVERHAUL ELECTRIC LLC","101 COLLIN GREEN DR",,"PROSPER TX 75078-9503","9409773200","06/05/2027","OVERHAUL ELECTRIC LLC","101 COLLIN GREEN DR",,"PROSPER TX 75078-9503","COLLIN","9409773200","EC","N","POINT (-96.80214 33.23615)"
"Electrical Contractor","37449","TARRANT","IN-SERV ELECTRIC LLC","6904 LAKE JACKSON DR",,"ARLINGTON TX 76002-4052","8174124852","12/29/2026","IN-SERV ELECTRIC LLC","6904 LAKE JACKSON DR",,"ARLINGTON TX 76002-4052","TARRANT","8174124852","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","35576","DALLAS","EPCO ELECTRICAL INC.","3336 HWY 80 EAST",,"MESQUITE TX 75149","9723294594","12/14/2026","EPCO ELECTRICAL INC.","PO BOX 872177",,"MESQUITE TX 75187-2177","DALLAS","9723294594","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","26748","ELLIS","SPEEDY ELECTRIC & A/C","1865 SHADY RIDGE",,"MIDLOTHIAN TX 76065-6375","9729218295","01/27/2027","SPEEDY ELECTRIC & A/C","PO BOX 533",,"MIDLOTHIAN TX 76065-0533","ELLIS","9729218295","EC","N","POINT (-77.65149 37.50359)"
"Electrical Contractor","37534","DALLAS","TRUE POWER LLC","1800 HALEY CIR",,"CARROLLTON TX 75006-3942","2144049695","09/26/2026","TRUE POWER LLC","3127 COLCHESTER DR",,"FARMERS BRANCH TX 75234-5033","DALLAS","2144049695","EC","N","POINT (-96.89023 32.97555)"
"Electrical Contractor","39791","DENTON","ADP ELECTRICAL LLC","4124 SILVER SPUR CT",,"AUBREY TX 76227-1417","5033800024","12/20/2026","ADP ELECTRICAL LLC","4124 SILVER SPUR CT",,"AUBREY TX 76227-1417","DENTON","5033800024","EC","N","POINT (-96.98628 33.30412)"
"Electrical Contractor","37295","DALLAS","R7J ELECTRICAL SERVICES LLC","1917 CONCHO DR",,"GARLAND TX 75040-1402","2147961507","07/15/2027","R7J ELECTRICAL SERVICES LLC","1917 CONCHO DR",,"GARLAND TX 75040-1402","DALLAS","2147961507","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","40959","DALLAS","JE-ELECTRIC LLC","2707 WYNNGATE DR",,"SEAGOVILLE TX 75159-1436","2146166354","12/17/2026","JE-ELECTRIC LLC","2707 WYNNGATE DR",,"SEAGOVILLE TX 75159-1436","DALLAS","2146166354","EC","N","POINT (-96.54165 32.64892)"
"Electrical Contractor","39218","DENTON","D-8 SERVICES LLC","1504 EAGLE CT STE 7",,"LEWISVILLE TX 75057-2342","8552558723","05/29/2025","D-8 SERVICES LLC","1504 EAGLE CT STE 7",,"LEWISVILLE TX 75057-2342","DENTON","8552558723","EC","N","POINT (-96.99573 33.04722)"
"Electrical Contractor","39639","COLLIN","DLS ELECTRIC LLC","10414 CLARK CT",,"PRINCETON TX 75407","4697343104","11/04/2026","DLS ELECTRIC LLC","10414 CLARK CT",,"PRINCETON TX 75407-0649","COLLIN","4697343104","EC","N","POINT (-74.66449 40.36114)"
"Electrical Contractor","30075","COLLIN","SOLUTION 3 ELECTRIC LLC","2604 COUNTESS DR",,"PLANO TX 75074-2926","4697345357","02/27/2027","SOLUTION 3 ELECTRIC LLC","2604 COUNTESS DR",,"PLANO TX 75074-2926","COLLIN","4697345357","EC","N","POINT (-96.69925 33.02079)"
"Electrical Contractor","36629","COLLIN","THE SOLAR COMPANY","6860 DALLAS PKWY STE 200",,"PLANO TX 75024","2146208072","11/19/2025","THE SOLAR COMPANY","6860 DALLAS PKWY STE 200",,"PLANO TX 75024-4242","COLLIN","2146208072","EC","N","POINT (-96.69925 33.02079)"
"Electrical Contractor","41209","HUNT","JAF ELECTRIC LLC","137 LONGHORN PASS",,"CADDO MILLS TX 75135","4302956016","03/11/2027","JAF ELECTRIC LLC","137 LONGHORN PASS",,"CADDO MILLS TX 75135-6475","HUNT","4302956016","EC","N","POINT (-96.22692 33.06559)"
"Electrical Contractor","38945","TARRANT","CLEAR CURRENT ELECTRIC","3420 SYDNEY ST",,"FORT WORTH TX 76119-1938","8172669995","03/11/2027","CLEAR CURRENT ELECTRIC","3420 SYDNEY ST",,"FORT WORTH TX 76119-1938","TARRANT","8172669995","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","24293","PARKER","COOPER ELECTRIC","1500 LONE STAR RD",,"POOLVILLE TX 76487","8179468386","03/04/2027","COOPER ELECTRIC","1500 LONE STAR RD",,"POOLVILLE TX 76487-3216","PARKER","8179468386","EC","N","POINT (-97.85926 32.96954)"
"Electrical Contractor","38420","DALLAS","MASTERY ELECTRIC LLC","3705 GOOSE CREEK PKWY",,"GARLAND TX 75040-1067","9727928490","09/02/2026","MASTERY ELECTRIC LLC","3705 GOOSE CREEK PKWY",,"GARLAND TX 75040-1067","DALLAS","9727928490","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","32765","DALLAS","VONDRICK ELECTRIC LLC","3301 CONFLANS RD STE 307",,"IRVING TX 75061-6355","2142436772","06/27/2027","VONDRICK ELECTRIC LLC","3301 CONFLANS RD SUITE 307",,"IRVING TX 75061-6422","DALLAS","2142436772","EC","N","POINT (-96.95532 32.81352)"
"Electrical Contractor","31390","DALLAS","A K ELECTRICAL SERVICES","210 MESA DRIVE",,"SUNNYVALE TX 75182","2145347047","12/29/2026","A K ELECTRICAL SERVICES","210 MESA DR",,"SUNNYVALE TX 75182-9350","DALLAS","2145347047","EC","N","POINT (-122.03751 37.37188)"
"Electrical Contractor","37652","TARRANT","BTX ELECTRICAL LLC","11332 MOSIER VALLEY RD",,"EULESS TX 76040","8173018480","11/30/2026","BTX ELECTRICAL LLC","11332 MOSIER VALLEY RD",,"EULESS TX 76040-7714","TARRANT","8173018480","EC","N","POINT (-97.09152 32.8398)"
"Electrical Contractor","27622","COLLIN","NISAT ELECTRIC INC","8213 GREEN ASH DR",,"MC KINNEY TX 75071-7535","2145365555","11/04/2026","NISAT ELECTRIC INC","8213 GREEN ASH DR",,"MC KINNEY TX 75071-4712","COLLIN","2145365555","EC","N","POINT (-96.615 33.19916)"
"Electrical Contractor","28171","DALLAS","DANCAR ELECTRICAL GROUP","10217  PLANO RD",,"DALLAS TX 75238","9726331200","03/31/2027","DANCAR ELECTRICAL GROUP","10217 PLANO RD",,"DALLAS TX 75238-1702","DALLAS","9726331200","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","39579","TARRANT","J'CO ELECTRIC","9013 WESSEX CT",,"FORT WORTH TX 76134-5502","8176091577","10/07/2026","J'CO ELECTRIC","9013 WESSEX CT",,"FORT WORTH TX 76134-5502","TARRANT","8176091577","EC","N","POINT (-97.33086 32.75095)"
